visual_name,property_category,property_name,property_description,property_values
image,divider,show,Show,Expected type: boolean
image,divider,style,Line style,"solid, dashed, dotted"
image,divider,width,Width,Expected type: number
image,dropShadow,angle,Angle,Expected type: number
image,dropShadow,color,Color,Expected type: color
image,dropShadow,position,Shadow position,"Outer, Inner"
image,dropShadow,preset,Preset,"BottomRight, Bottom, BottomLeft, CenterRight, Center, CenterLeft, TopRight, Top, TopLeft, Custom"
image,dropShadow,shadowBlur,Blur,Expected type: number
image,dropShadow,shadowDistance,Distance,Expected type: number
image,dropShadow,shadowSpread,Size,Expected type: number
image,dropShadow,show,Show,Expected type: boolean
image,dropShadow,transparency,Transparency,Expected type: number
image,general,allowBinnedLineSample,High density sampling,Expected type: boolean
image,general,allowOverlappingPointsSample,High density sampling,Expected type: boolean
image,general,altText,Alt text,Expected type: string
image,general,height,Height,Expected type: number
image,general,keepLayerOrder,Maintain layer order,Expected type: boolean
image,general,width,Width,Expected type: number
image,general,x,X Position,Expected type: number
image,general,y,Y Position,Expected type: number
image,lockAspect,show,Show,Expected type: boolean
image,padding,bottom,Bottom padding,Expected type: number
image,padding,left,Left padding,Expected type: number
image,padding,right,Right padding,Expected type: number
image,padding,top,Top padding,Expected type: number
image,spacing,customizeSpacing,Customize spacing,Expected type: boolean
image,spacing,spaceBelowSubTitle,Space below subtitle,Expected type: number
image,spacing,spaceBelowTitle,Space below title,Expected type: number
image,spacing,spaceBelowTitleArea,Space below title area,Expected type: number
image,spacing,verticalSpacing,Space between label and value,Expected type: number
image,stylePreset,name,Style,Expected type: string
image,subTitle,alignment,Color,"left, center, right"
image,subTitle,bold,Bold,Expected type: boolean
image,subTitle,fontColor,Color,Expected type: color
image,subTitle,fontFamily,Font family,Expected type: string
image,subTitle,fontSize,Color,Expected type: number
image,subTitle,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
image,subTitle,italic,Italic,Expected type: boolean
image,subTitle,show,Show,Expected type: boolean
image,subTitle,text,Title text,Expected type: string
image,subTitle,titleWrap,Word wrap,Expected type: boolean
image,subTitle,underline,Underline,Expected type: boolean
image,title,alignment,Color,"left, center, right"
image,title,background,Color,Expected type: color
image,title,bold,Bold,Expected type: boolean
image,title,fontColor,Color,Expected type: color
image,title,fontFamily,Font family,Expected type: string
image,title,fontSize,Color,Expected type: number
image,title,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
image,title,italic,Italic,Expected type: boolean
image,title,show,Show,Expected type: boolean
image,title,text,Title text,Expected type: string
image,title,titleWrap,Word wrap,Expected type: boolean
image,title,underline,Underline,Expected type: boolean
image,visualHeader,background,Color,Expected type: color
image,visualHeader,border,Color,Expected type: color
image,visualHeader,foreground,Color,Expected type: color
image,visualHeader,show,Show,Expected type: boolean
image,visualHeader,showCommentButton,Comment button,Expected type: boolean
image,visualHeader,showCopyVisualImageButton,Copy icon,Expected type: boolean
image,visualHeader,showDrillDownExpandButton,Expand to next level icon,Expected type: boolean
image,visualHeader,showDrillDownLevelButton,Show next level icon,Expected type: boolean
image,visualHeader,showDrillRoleSelector,Drill on dropdown,Expected type: boolean
image,visualHeader,showDrillToggleButton,Drill down icon,Expected type: boolean
image,visualHeader,showDrillUpButton,Drill up icon,Expected type: boolean
image,visualHeader,showFilterRestatementButton,Filter icon,Expected type: boolean
image,visualHeader,showFocusModeButton,Focus mode icon,Expected type: boolean
image,visualHeader,showFollowVisualButton,Follow visual button,Expected type: boolean
image,visualHeader,showOptionsMenu,More options icon,Expected type: boolean
image,visualHeader,showPersonalizeVisualButton,Personalize visual,Expected type: boolean
image,visualHeader,showPinButton,Pin icon,Expected type: boolean
image,visualHeader,showSeeDataLayoutToggleButton,See data layout icon,Expected type: boolean
image,visualHeader,showSetAlertButton,Set alert button,Expected type: boolean
image,visualHeader,showSmartNarrativeButton,Smart narrative,Expected type: boolean
image,visualHeader,showTooltipButton,Visual header tooltip icon,Expected type: boolean
image,visualHeader,showVisualErrorButton,Visual error icon,Expected type: boolean
image,visualHeader,showVisualInformationButton,Visual information icon,Expected type: boolean
image,visualHeader,showVisualWarningButton,Visual warning icon,Expected type: boolean
image,visualHeader,transparency,Transparency,Expected type: number
image,visualHeaderTooltip,background,Color,Expected type: color
image,visualHeaderTooltip,bold,Bold,Expected type: boolean
image,visualHeaderTooltip,fontFamily,Font family,Expected type: string
image,visualHeaderTooltip,fontSize,Color,Expected type: number
image,visualHeaderTooltip,italic,Italic,Expected type: boolean
image,visualHeaderTooltip,section,Page,Expected type: string
image,visualHeaderTooltip,text,Tooltip text,Expected type: string
image,visualHeaderTooltip,themedBackground,Color,Expected type: color
image,visualHeaderTooltip,themedTitleFontColor,Color,Expected type: color
image,visualHeaderTooltip,titleFontColor,Color,Expected type: color
image,visualHeaderTooltip,transparency,Transparency,Expected type: number
image,visualHeaderTooltip,type,Type,"Default, Canvas"
image,visualHeaderTooltip,underline,Underline,Expected type: boolean
image,visualLink,bookmark,Bookmark,Expected type: string
image,visualLink,dataFunction,Color,Expected type: object
image,visualLink,dataFunction.byReference,Color,Expected type: object
image,visualLink,dataFunction.byReference.itemId,Color,Expected type: string
image,visualLink,dataFunction.byReference.workspaceId,Color,Expected type: string
image,visualLink,dataFunction.byReference.folderId,Color,Expected type: string
image,visualLink,disabledTooltip,Disabled tooltip,Expected type: string
image,visualLink,drillthroughSection,Destination,Expected type: string
image,visualLink,enabledTooltip,Enabled tooltip,Expected type: string
image,visualLink,navigationSection,Destination,Expected type: string
image,visualLink,show,Show,Expected type: boolean
image,visualLink,showDefaultTooltip,Show tooltips,Expected type: boolean
image,visualLink,suppressDefaultTooltip,No tooltips,Expected type: boolean
image,visualLink,tooltip,Tooltip,Expected type: string
image,visualLink,tooltipPlaceholderText,Placeholder for tooltip,Expected type: string
image,visualLink,type,Type,"Back, Bookmark, Drillthrough, PageNavigation, Qna, WebUrl, ApplyAllSlicers, ClearAllSlicers, DataFunction"
image,visualLink,webUrl,Web URL,Expected type: string
image,visualTooltip,actionFontColor,Color,Expected type: color
image,visualTooltip,background,Color,Expected type: color
image,visualTooltip,bold,Bold,Expected type: boolean
image,visualTooltip,fontFamily,Font family,Expected type: string
image,visualTooltip,fontSize,Color,Expected type: number
image,visualTooltip,italic,Italic,Expected type: boolean
image,visualTooltip,section,Page,Expected type: string
image,visualTooltip,show,Show,Expected type: boolean
image,visualTooltip,themedBackground,Color,Expected type: color
image,visualTooltip,themedTitleFontColor,Color,Expected type: color
image,visualTooltip,themedValueFontColor,Color,Expected type: color
image,visualTooltip,titleFontColor,Color,Expected type: color
image,visualTooltip,transparency,Transparency,Expected type: number
image,visualTooltip,type,Type,"Default, Canvas"
image,visualTooltip,underline,Underline,Expected type: boolean
image,visualTooltip,valueFontColor,Color,Expected type: color
image,general,imageUrl,Color,Expected type: string
image,imageScaling,imageScalingType,Scaling,"Normal, Fit, Fill"
textbox,background,color,Color,Expected type: color
textbox,background,show,Show,Expected type: boolean
textbox,background,transparency,Transparency,Expected type: number
textbox,border,color,Color,Expected type: color
textbox,border,radius,Radius,Expected type: number
textbox,border,show,Show,Expected type: boolean
textbox,border,width,Width,Expected type: number
textbox,divider,color,Color,Expected type: color
textbox,divider,ignorePadding,Ignore padding,Expected type: boolean
textbox,divider,show,Show,Expected type: boolean
textbox,divider,style,Line style,"solid, dashed, dotted"
textbox,divider,width,Width,Expected type: number
textbox,dropShadow,angle,Angle,Expected type: number
textbox,dropShadow,color,Color,Expected type: color
textbox,dropShadow,position,Shadow position,"Outer, Inner"
textbox,dropShadow,preset,Preset,"BottomRight, Bottom, BottomLeft, CenterRight, Center, CenterLeft, TopRight, Top, TopLeft, Custom"
textbox,dropShadow,shadowBlur,Blur,Expected type: number
textbox,dropShadow,shadowDistance,Distance,Expected type: number
textbox,dropShadow,shadowSpread,Size,Expected type: number
textbox,dropShadow,show,Show,Expected type: boolean
textbox,dropShadow,transparency,Transparency,Expected type: number
textbox,general,allowBinnedLineSample,High density sampling,Expected type: boolean
textbox,general,allowOverlappingPointsSample,High density sampling,Expected type: boolean
textbox,general,altText,Alt text,Expected type: string
textbox,general,height,Height,Expected type: number
textbox,general,keepLayerOrder,Maintain layer order,Expected type: boolean
textbox,general,width,Width,Expected type: number
textbox,general,x,X Position,Expected type: number
textbox,general,y,Y Position,Expected type: number
textbox,lockAspect,show,Show,Expected type: boolean
textbox,padding,bottom,Bottom padding,Expected type: number
textbox,padding,left,Left padding,Expected type: number
textbox,padding,right,Right padding,Expected type: number
textbox,padding,top,Top padding,Expected type: number
textbox,spacing,customizeSpacing,Customize spacing,Expected type: boolean
textbox,spacing,spaceBelowSubTitle,Space below subtitle,Expected type: number
textbox,spacing,spaceBelowTitle,Space below title,Expected type: number
textbox,spacing,spaceBelowTitleArea,Space below title area,Expected type: number
textbox,spacing,verticalSpacing,Space between label and value,Expected type: number
textbox,stylePreset,name,Style,Expected type: string
textbox,subTitle,alignment,Color,"left, center, right"
textbox,subTitle,bold,Bold,Expected type: boolean
textbox,subTitle,fontColor,Color,Expected type: color
textbox,subTitle,fontFamily,Font family,Expected type: string
textbox,subTitle,fontSize,Color,Expected type: number
textbox,subTitle,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
textbox,subTitle,italic,Italic,Expected type: boolean
textbox,subTitle,show,Show,Expected type: boolean
textbox,subTitle,text,Title text,Expected type: string
textbox,subTitle,titleWrap,Word wrap,Expected type: boolean
textbox,subTitle,underline,Underline,Expected type: boolean
textbox,title,alignment,Color,"left, center, right"
textbox,title,background,Color,Expected type: color
textbox,title,bold,Bold,Expected type: boolean
textbox,title,fontColor,Color,Expected type: color
textbox,title,fontFamily,Font family,Expected type: string
textbox,title,fontSize,Color,Expected type: number
textbox,title,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
textbox,title,italic,Italic,Expected type: boolean
textbox,title,show,Show,Expected type: boolean
textbox,title,text,Title text,Expected type: string
textbox,title,titleWrap,Word wrap,Expected type: boolean
textbox,title,underline,Underline,Expected type: boolean
textbox,visualHeader,background,Color,Expected type: color
textbox,visualHeader,border,Color,Expected type: color
textbox,visualHeader,foreground,Color,Expected type: color
textbox,visualHeader,show,Show,Expected type: boolean
textbox,visualHeader,showCommentButton,Comment button,Expected type: boolean
textbox,visualHeader,showCopyVisualImageButton,Copy icon,Expected type: boolean
textbox,visualHeader,showDrillDownExpandButton,Expand to next level icon,Expected type: boolean
textbox,visualHeader,showDrillDownLevelButton,Show next level icon,Expected type: boolean
textbox,visualHeader,showDrillRoleSelector,Drill on dropdown,Expected type: boolean
textbox,visualHeader,showDrillToggleButton,Drill down icon,Expected type: boolean
textbox,visualHeader,showDrillUpButton,Drill up icon,Expected type: boolean
textbox,visualHeader,showFilterRestatementButton,Filter icon,Expected type: boolean
textbox,visualHeader,showFocusModeButton,Focus mode icon,Expected type: boolean
textbox,visualHeader,showFollowVisualButton,Follow visual button,Expected type: boolean
